"Data generated on Friday, December 23, 2022 at 1:07:23 PM EST"
Area/Partners of Destination,,,,,January - December
And Commodities Exported,,,,,Cumulative To Date Values in Thousands of dollars
,,,,,,,2017,2018,2019,2020,2021,Jan - Oct 2021,Jan - Oct 2022,,
,U.S. Custom Districts,,Partner,,HS Code,Product,Value,Value,Value,Value,Value,Value,Value,Period/Period %  Change (Value),Reporter Code,Partner Code,Product Code,
"1","NOGALES, ARIZ.","1","Mexico","1.2.2.13","0711905500","VEG, NES PRV PRS","344","263","24","230","0","0","37","","26","MX","0711905500",
"1","NOGALES, ARIZ.","1","Mexico","1.2.2.14","2003900002","MUSHRM TRF PR/PS","0","0","5","0","0","0","0","","26","MX","2003900002",
"1","NOGALES, ARIZ.","1","Mexico","1.2.2.15","2005200070","POTATO NES,P/PRS","7","0","0","0","0","0","0","","26","MX","2005200070",
"1","NOGALES, ARIZ.","1","Mexico","1.2.2.16","2005590000","BNS,N/S,PR/PS","4","6","0","0","0","0","0","","26","MX","2005590000",
"1","NOGALES, ARIZ.","1","Mexico","1.2.2.17","2005800000","SWEET CORN,PR/PS","4","4","0","0","0","0","0","","26","MX","2005800000",
"1","NOGALES, ARIZ.","1","Mexico","1.2.2.18","2005993000","SAUERKRAUT,PR/PS","0","23","0","0","0","0","0","","26","MX","2005993000",
"1","NOGALES, ARIZ.","1","Mexico","1.2.2.19","2005996550","VEGS INC MIX P/P","3","0","8","0","0","0","0","","26","MX","2005996550",
"1","NOGALES, ARIZ.","1","Mexico","1.2.2.20","2008910000","PALM HEARTS,P/P","7","0","0","6","0","0","0","","26","MX","2008910000",
"1","NOGALES, ARIZ.","1","Mexico","1.2.3","","Vegetables, Frozen","17,394","16,322","16,111","13,233","16,536","13,688","27,536","101","26","MX","0765AT",
"1","NOGALES, ARIZ.","1","Mexico","1.2.3.1","2004108020","POTATO,FR FRY,FZ","14,828","14,015","13,216","9,304","13,232","10,676","24,430","129","26","MX","2004108020",
"1","NOGALES, ARIZ.","1","Mexico","1.2.3.2","2004908580","VEG IN MX P/P FZ","175","636","1,502","2,396","1,637","1,500","682","-55","26","MX","2004908580",
"1","NOGALES, ARIZ.","1","Mexico","1.2.3.3","2004108060","POTATOES X FF FZ","692","261","85","346","953","883","1,019","15","26","MX","2004108060",
"1","NOGALES, ARIZ.","1","Mexico","1.2.3.4","0710400000","SWEET CORN,FRZ","842","585","625","437","459","459","13","-97","26","MX","0710400000",
"1","NOGALES, ARIZ.","1","Mexico","1.2.3.5","2004901000","ANTIPASTO, PREPA","247","90","14","0","91","54","155","186","26","MX","2004901000",
"1","NOGALES, ARIZ.","1","Mexico","1.2.3.6","0710220000","BEANS,RAW COOKED","0","0","15","52","54","11","178","1,593","26","MX","0710220000",
"1","NOGALES, ARIZ.","1","Mexico","1.2.3.7","0710100000","POTATOES FROZEN","96","132","111","64","42","42","0","","26","MX","0710100000",
"1","NOGALES, ARIZ.","1","Mexico","1.2.3.8","0710800050","OTHER FROZEN VEG","317","544","484","234","30","30","1,058","3,445","26","MX","0710800050",
"1","NOGALES, ARIZ.","1","Mexico","1.2.3.9","0710300000","SPINACH RAW/COOK","0","0","20","124","25","25","0","","26","MX","0710300000",
"1","NOGALES, ARIZ.","1","Mexico","1.2.3.10","0710900000","VEG MIXTURES","0","5","36","0","10","10","0","","26","MX","0710900000",
"1","NOGALES, ARIZ.","1","Mexico","1.2.3.11","0710210000","PEAS,FROZEN","0","0","0","0","4","0","0","","26","MX","0710210000",
"1","NOGALES, ARIZ.","1","Mexico","1.2.3.12","0710800010","ASPARAGUS, FRZN","0","0","3","0","0","0","0","","26","MX","0710800010",
"1","NOGALES, ARIZ.","1","Mexico","1.2.3.13","0714101000","CASSAVA FRZ","0","8","0","0","0","0","0","","26","MX","0714101000",
"1","NOGALES, ARIZ.","1","Mexico","1.2.3.14","0714201000","SW POTATO, FZ","198","47","0","256","0","0","0","","26","MX","0714201000",
"1","NOGALES, ARIZ.","1","Mexico","1.2.3.15","2004908000","BEANS, PREPARED","0","0","0","21","0","0","0","","26","MX","2004908000",
"1","NOGALES, ARIZ.","1","Mexico","1.2.4","","Potatoes, Fresh & Seed","1,968","2,283","2,583","2,950","2,568","2,048","2,460","20","26","MX","0755AT",
"1","NOGALES, ARIZ.","1","Mexico","1.2.4.1","0701100000","POTATO,SD,FR/CH","1,453","1,920","2,368","2,478","2,258","1,834","1,026","-44","26","MX","0701100000",
"1","NOGALES, ARIZ.","1","Mexico","1.2.4.2","0701900080","POTATO XSD NESOI","77","202","215","423","178","107","401","275","26","MX","0701900080",
"1","NOGALES, ARIZ.","1","Mexico","1.2.4.3","0701900050","POT XSD <1201 KG","318","161","0","49","132","108","1,033","860","26","MX","0701900050",
"1","NOGALES, ARIZ.","1","Mexico","1.2.4.4","0701900070","ORG POTATO XSD","120","0","0","0","0","0","0","","26","MX","0701900070",
"1","NOGALES, ARIZ.","1","Mexico","1.2.5","","Dried Beans","483","627","691","1,283","743","604","592","-2","26","MX","0741AT",
"1","NOGALES, ARIZ.","1","Mexico","1.2.5.1","0713395150","PINTO BEANS","371","341","372","605","461","410","162","-60","26","MX","0713395150",
"1","NOGALES, ARIZ.","1","Mexico","1.2.5.2","0713909002","LGMNCS VEG DRD","54","114","19","22","140","52","0","","26","MX","0713909002",
"1","NOGALES, ARIZ.","1","Mexico","1.2.5.3","0713335070","OTH KIDNEY BEANS","32","125","81","159","99","99","380","283","26","MX","0713335070",
"1","NOGALES, ARIZ.","1","Mexico","1.2.5.4","0713395110","BLACK BEANS","0","7","59","0","29","29","0","","26","MX","0713395110",
"1","NOGALES, ARIZ.","1","Mexico","1.2.5.5","0713316000","VIGNA MUNGO BNS","20","0","0","0","14","14","24","73","26","MX","0713316000",
"1","NOGALES, ARIZ.","1","Mexico","1.2.5.6","0713333000","NAVY/PEA BEANS","0","0","132","497","0","0","0","","26","MX","0713333000",
"1","NOGALES, ARIZ.","1","Mexico","1.2.5.7","0713335040","LT RD KIDNEY BNS","0","0","29","0","0","0","0","","26","MX","0713335040",
"1","NOGALES, ARIZ.","1","Mexico","1.2.5.8","0713335050","DRIED PINK BEANS","5","0","0","0","0","0","0","","26","MX","0713335050",
"1","NOGALES, ARIZ.","1","Mexico","1.2.5.9","0713395190","BEANS, NESOI","0","40","0","0","0","0","26","","26","MX","0713395190",
"1","NOGALES, ARIZ.","1","Mexico","1.2.6","","Dried Peas","25","231","284","526","175","175","606","247","26","MX","0745AT",
"1","NOGALES, ARIZ.","1","Mexico","1.2.6.1","0713104020","GREEN PEAS, DRYD","23","62","0","267","125","125","382","206","26","MX","0713104020",
"1","NOGALES, ARIZ.","1","Mexico","1.2.6.2","0713104080","PEAS, NESOI","0","91","97","96","50","50","224","349","26","MX","0713104080",
"1","NOGALES, ARIZ.","1","Mexico","1.2.6.3","0713102000","SPLIT PEAS","3","78","186","163","0","0","0","","26","MX","0713102000",
"1","NOGALES, ARIZ.","1","Mexico","1.2.7","","Vegtbls,Dried/Dehydr","169","154","259","872","174","161","859","434","26","MX","0770AT",
"1","NOGALES, ARIZ.","1","Mexico","1.2.7.1","0712909002","VEG NES/MX VG DR","9","26","71","842","148","148","815","449","26","MX","0712909002",
"1","NOGALES, ARIZ.","1","Mexico","1.2.7.2","1108190000","STARCHES, NESOI","11","8","3","11","11","7","8","13","26","MX","1108190000",
"1","NOGALES, ARIZ.","1","Mexico","1.2.7.3","0712204000","ONIONS, DRIED","17","12","5","0","9","0","25","","26","MX","0712204000",
"1","NOGALES, ARIZ.","1","Mexico","1.2.7.4","1105100000","POTATO,FL & MEAL","0","0","0","0","5","5","0","","26","MX","1105100000",
"1","NOGALES, ARIZ.","1","Mexico","1.2.7.5","0712202000","ONION PWDR/FLOUR","73","58","90","13","0","0","0","","26","MX","0712202000",
"1","NOGALES, ARIZ.","1","Mexico","1.2.7.6","0712310000","MSHRMS AGAR, DRD","0","0","5","0","0","0","0","","26","MX","0712310000",
"1","NOGALES, ARIZ.","1","Mexico","1.2.7.7","0712904020","GARLIC PWDR/FLR","54","49","37","0","0","0","0","","26","MX","0712904020",
"1","NOGALES, ARIZ.","1","Mexico","1.2.7.8","0712904040","GARLIC, DRIED","0","0","7","0","0","0","0","","26","MX","0712904040",
"1","NOGALES, ARIZ.","1","Mexico","1.2.7.9","1105200000","FLAKES OF POTATO","0","0","0","3","0","0","0","","26","MX","1105200000",
"1","NOGALES, ARIZ.","1","Mexico","1.2.7.10","1106100000","FL/ML,DR LEG VEG","0","0","36","0","0","0","11","","26","MX","1106100000",
"1","NOGALES, ARIZ.","1","Mexico","1.2.7.11","1108130000","STARCH, POTATO","6","0","6","4","0","0","0","","26","MX","1108130000",
"1","NOGALES, ARIZ.","1","Mexico","1.2.8","","Olives,Prep or Pres","12","25","7","14","10","7","0","","26","MX","0746AT",
"1","NOGALES, ARIZ.","1","Mexico","1.2.9","","Dried Chickpeas","0","19","0","0","0","0","3","","26","MX","0742AT",
"1","NOGALES, ARIZ.","1","Mexico","1.2.10","","Vegetable Juices","4","3","0","0","0","0","0","","26","MX","0772AT",
"1","NOGALES, ARIZ.","1","Mexico","1.3","","Other Hort Products","17,702","22,044","21,910","24,747","30,946","25,692","29,176","14","26","MX","0779AG",
"1","NOGALES, ARIZ.","1","Mexico","1.3.1","","Nsry Pdt Exc Cut Flo","11,716","15,007","16,106","15,810","14,822","11,632","15,126","30","26","MX","0790AT",
"1","NOGALES, ARIZ.","1","Mexico","1.3.2","","Miscellaneous Hort Products","3,385","3,474","3,701","7,142","11,146","9,634","9,607","","26","MX","0799AT",
"1","NOGALES, ARIZ.","1","Mexico","1.3.3","","Hops","863","1,632","296","454","3,045","2,948","1,870","-37","26","MX","0785AT",
"1","NOGALES, ARIZ.","1","Mexico","1.3.4","","Wine & Wine Prdcts","1,151","1,450","1,380","995","1,718","1,326","2,202","66","26","MX","0780AT",
"1","NOGALES, ARIZ.","1","Mexico","1.3.5","","Essential Oils","330","391","336","304","210","148","98","-33","26","MX","0798AT",
"1","NOGALES, ARIZ.","1","Mexico","1.3.6","","Distilled Spirits","0","0","0","0","5","5","226","4,822","26","MX","0782AT",
"1","NOGALES, ARIZ.","1","Mexico","1.3.7","","Beer","249","0","0","42","0","0","0","","26","MX","0779AT",
"1","NOGALES, ARIZ.","1","Mexico","1.3.8","","Cut Flowers","6","91","90","0","0","0","47","","26","MX","0795AT",
"1","NOGALES, ARIZ.","1","Mexico","1.4","","Tree Nuts And Preparations","1,267","1,510","906","255","838","768","1,956","155","26","MX","0774AG",
"1","NOGALES, ARIZ.","1","Mexico","1.4.1","","Edible Tree Nuts","1,267","1,510","906","255","838","768","1,956","155","26","MX","0775AT",
"1","NOGALES, ARIZ.","1","Mexico","2","","Oilseeds & Products","30,954","163,362","235,814","242,254","318,365","270,146","309,137","14","26","MX","0050GR",
"1","NOGALES, ARIZ.","1","Mexico","3","","Grains & Feeds","86,744","117,826","103,316","103,903","175,421","128,639","203,548","58","26","MX","0010GR",
"1","NOGALES, ARIZ.","1","Mexico","4","","Livestock & Meats","82,643","62,138","69,717","85,574","110,437","87,640","73,627","-16","26","MX","0250GR",
"1","NOGALES, ARIZ.","1","Mexico","4.1","","Beef & Veal,Fr/Ch/Fz","12,806","18,215","17,865","33,234","29,055","24,549","16,135","-34","26","MX","0600AT",
"1","NOGALES, ARIZ.","1","Mexico","4.2","","Pork, Fr/Ch/Fz","17,339","11,609","8,905","14,236","20,706","18,810","10,793","-43","26","MX","0603AT",
"1","NOGALES, ARIZ.","1","Mexico","4.3","","Variety Meats, Pork","11,003","12,356","16,695","10,632","15,550","13,794","13,332","-3","26","MX","0619AT",
"1","NOGALES, ARIZ.","1","Mexico","4.4","","DairyCattle,Brd Bull","0","0","851","7,993","10,855","7,867","10,876","38","26","MX","0655AT",
"1","NOGALES, ARIZ.","1","Mexico","4.5","","Variety Meats, Beef","6,307","5,953","8,019","6,407","7,306","5,091","3,885","-24","26","MX","0618AT",
"1","NOGALES, ARIZ.","1","Mexico","4.6","","Other Cattle","4,895","3,035","275","586","5,372","2,325","7,296","214","26","MX","0657AT",
"1","NOGALES, ARIZ.","1","Mexico","4.7","","Ined Meatmeal Tankge","19,924","3,508","8,946","4,211","5,194","4,777","3,900","-18","26","MX","0631AT",
"1","NOGALES, ARIZ.","1","Mexico","4.8","","Other Livestck Prods","691","919","1,017","1,520","4,176","3,099","2,802","-10","26","MX","0665AT",
"1","NOGALES, ARIZ.","1","Mexico","4.9","","Lard","927","884","1,135","807","4,071","564","520","-8","26","MX","0624AT",
"1","NOGALES, ARIZ.","1","Mexico","4.10","","Oth Ined an Fats&Oil","361","346","693","730","2,705","2,568","842","-67","26","MX","0628AT",
"1","NOGALES, ARIZ.","1","Mexico","4.11","","Oth Horses/Ass/Mu/Hi","2,293","1,351","1,574","1,889","1,874","1,530","1,564","2","26","MX","0661AT",
"1","NOGALES, ARIZ.","1","Mexico","4.12","","Edible Tallow","0","568","66","0","772","772","564","-27","26","MX","0626AT",
"1","NOGALES, ARIZ.","1","Mexico","4.13","","Swine","3,956","297","784","1,339","750","516","310","-40","26","MX","0659AT",
"1","NOGALES, ARIZ.","1","Mexico","4.14","","Sausages & Bologna","285","1,595","2,032","182","590","361","132","-64","26","MX","0615AT",
"1","NOGALES, ARIZ.","1","Mexico","4.15","","Hog Sausage Casings","1,101","171","114","644","443","176","0","","26","MX","0622AT",
"1","NOGALES, ARIZ.","1","Mexico","4.16","","Horses For Breeding","10","23","10","95","226","173","261","51","26","MX","0660AT",
"1","NOGALES, ARIZ.","1","Mexico","4.17","","Pork, Bacon, Cured","178","146","179","56","162","100","76","-24","26","MX","0606AT",
"1","NOGALES, ARIZ.","1","Mexico","4.18","","Commercial Prod","16","0","0","31","129","129","4","-97","26","MX","0679AT",
"1","NOGALES, ARIZ.","1","Mexico","4.19","","Beef&Veal, Prep/Pres","9","62","25","50","129","78","39","-50","26","MX","0602AT",
"1","NOGALES, ARIZ.","1","Mexico","4.20","","Othe Sausage Casings","76","609","0","653","88","88","0","","26","MX","0623AT",
"1","NOGALES, ARIZ.","1","Mexico","4.21","","Variety Meats, Other","78","158","192","97","88","88","0","","26","MX","0621AT",
"1","NOGALES, ARIZ.","1","Mexico","4.22","","Pork,Hams/Shldrs,Crd","29","12","27","21","84","80","10","-87","26","MX","0604AT",
"1","NOGALES, ARIZ.","1","Mexico","4.23","","Pork,Prep/Pres,Nt/Cn","158","104","203","57","45","38","110","186","26","MX","0607AT",
"1","NOGALES, ARIZ.","1","Mexico","4.24","","Sheep & Lambskins","17","32","34","38","35","35","20","-42","26","MX","0644AT",
"1","NOGALES, ARIZ.","1","Mexico","4.25","","Lamb&Mutton,Fr/Ch/Fz","64","46","22","0","15","15","0","","26","MX","0609AT",
"1","NOGALES, ARIZ.","1","Mexico","4.26","","Ot Meat Prod,Prp/Prs","0","0","0","0","9","9","3","-71","26","MX","0617AT",
"1","NOGALES, ARIZ.","1","Mexico","4.27","","Pork,Prep/Pres,Cannd","25","27","0","0","6","6","0","","26","MX","0608AT",
"1","NOGALES, ARIZ.","1","Mexico","4.28","","Oth Meat Prods,F/C/F","0","16","0","0","0","0","0","","26","MX","0616AT",
"1","NOGALES, ARIZ.","1","Mexico","4.29","","Feather Meal","0","0","0","22","0","0","0","","26","MX","0629AT",
"1","NOGALES, ARIZ.","1","Mexico","4.30","","Other Wool & Hair","0","31","0","0","0","0","3","","26","MX","0637AT",
"1","NOGALES, ARIZ.","1","Mexico","4.31","","BeefCattle,Brdg Bull","15","0","0","25","0","0","0","","26","MX","0653AT",
"1","NOGALES, ARIZ.","1","Mexico","4.32","","DairyCattle,Brd Fema","0","0","0","0","0","0","106","","26","MX","0656AT",
"1","NOGALES, ARIZ.","1","Mexico","4.33","","Other Livestock","0","6","0","0","0","0","0","","26","MX","0662AT",
"1","NOGALES, ARIZ.","1","Mexico","4.34","","Cattle Embryos","0","0","0","0","0","0","10","","26","MX","0663AT",
"1","NOGALES, ARIZ.","1","Mexico","4.35","","Bull Semen","3","0","46","0","0","0","0","","26","MX","0664AT",
"1","NOGALES, ARIZ.","1","Mexico","4.36","","Non Dlp Comm","77","57","7","20","0","0","34","","26","MX","0680AT",
"1","NOGALES, ARIZ.","1","Mexico","5","","Planting Seeds","36,274","29,918","32,032","33,549","35,924","31,190","31,953","2","26","MX","0200GR",
"1","NOGALES, ARIZ.","1","Mexico","6","","Poultry & Products","32,247","28,871","35,739","31,890","28,912","24,465","19,483","-20","26","MX","0350GR",
"1","NOGALES, ARIZ.","1","Mexico","7","","Sugar & Tropical Products","23,205","21,295","27,425","23,370","26,976","21,593","35,185","63","26","MX","0450GR",
"1","NOGALES, ARIZ.","1","Mexico","8","","Dairy & Products","6,781","8,876","10,563","10,888","13,425","9,758","16,572","70","26","MX","0300GR",
"1","NOGALES, ARIZ.","1","Mexico","9","","Tobacco & Products","134","160","26","6,723","9,428","7,226","9,542","32","26","MX","0150GR",
"1","NOGALES, ARIZ.","1","Mexico","10","","Cotton, Linters & Waste","4,333","5,140","7,413","1,289","5,781","4,534","5,099","12","26","MX","0100GR",
"1","NOGALES, ARIZ.","1","Mexico","11","","Ethanol (non-bev.)","0","0","13","81","33","29","8","-72","26","MX","0480GR",
"","Grand Total","","","","","","771,815","916,821","1,020,981","1,034,715","1,337,032","1,098,131","1,198,139","9",
"Notes:<br>
1. Data Source: U.S. Census Bureau Trade Data, U.S. Customs District Data<br>
2. FAS Totals include all Agricultural commodities and FAS selected NONAG commodity items."
"3. Product Group : FAS"
